packet_cnt,packet_cnt_up,packet_cnt_down,intarv_time_med,intarv_time_max,intarv_time_min,intarv_time_med_up,intarv_time_max_up,intarv_time_min_up,intarv_time_med_down,intarv_time_max_down,intarv_time_min_down,bytes_payload_l4_med,bytes_payload_l4_max,bytes_payload_l4_min,bytes_payload_range,bytes_payload_l4_med_up,bytes_payload_l4_max_up,bytes_payload_l4_min_up,bytes_payload_range_up,bytes_payload_l4_med_down,bytes_payload_l4_max_down,bytes_payload_l4_min_down,bytes_payload_range_down,duration_flow,duration_flow_up,duration_flow_down,changes_bulktrans_mode,duration_bulkmode,duration_bulkmode_up,duration_bulkmode_down,qouta_bulkmode,qouta_bulkmode_upstream,qouta_bulkmode_downstream,time_in_idle_mode,time_in_idle_mode_upstream,time_in_idle_mode_downstream,time_in_idle_mode_qouta,time_in_idle_mode_qouta_up,time_in_idle_mode_qouta_down,website
4.0,2.0,2.0,0.36774110794067383,0.36774110794067383,0.00010204315185546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6103132806.204807,3051566403.100913,3051566403.103894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3.0,2.0,1.0,0.016876935958862305,0.016876935958862305,0.0003490447998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4577349605.218708,3051566403.467771,1525783201.750937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
3.0,2.0,1.0,0.016455888748168945,0.016455888748168945,4.315376281738281e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4577349605.219858,3051566403.4689207,1525783201.750938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1013.0,247.0,766.0,2.1219253540039062e-05,0.7583231925964355,0.0,0.00012683868408203125,0.7583231925964355,1.7881393432617188e-05,1.9073486328125e-06,1.0035290718078613,0.0,1460.0,1460.0,0.0,1460.0,0.0,533.0,0.0,533.0,1460.0,1460.0,0.0,1460.0,1545618383940.08,376868450955.93604,1168749932984.138,65.0,297527724469.99866,4577349605.397371,0.0,17.727272707276647,1.2145748984259128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
35.0,19.0,16.0,0.0009241104125976562,0.48897504806518555,0.0,0.0029861927032470703,0.4890749454498291,9.5367431640625e-07,0.004304170608520508,0.20903682708740234,0.0,46.0,1430.0,0.0,1430.0,46.0,1380.0,0.0,1380.0,46.0,1430.0,0.0,1430.0,53402422382.77807,28989886435.74072,24412535947.037346,2.0,9154700980.390205,4577350488.311772,0.0,17.14285714376608,15.78947367889134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
7.0,4.0,3.0,0.00016808509826660156,10.033941984176636,7.200241088867188e-05,10.034013986587524,10.034013986587524,0.00024700164794921875,10.034020900726318,10.034020900726318,0.0002880096435546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10680484494.458344,6103133995.197187,4577350499.261156,0.0,0.0,4577350488.753953,0.0,0.0,74.9999998747539,0.0,10.033941984176636,10.034013986587524,10.034020900726318,1.565775098716831e-08,1.644075649409584e-07,2.192102375019335e-07,4.0
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3051566993.712988,1525783496.841884,1525783496.871104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
22.0,14.0,8.0,0.032061100006103516,1.9986181259155273,8.606910705566406e-05,0.07169795036315918,1.9986181259155273,0.00012183189392089844,1.8967440128326416,2.0692858695983887,0.010970115661621094,311.0,1040.0,0.0,1040.0,0.0,316.0,0.0,316.0,1040.0,1040.0,0.0,1040.0,33567237043.425133,21360969029.348995,12206268014.076128,0.0,0.0,4577350498.21409,0.0,0.0,21.42857139076893,0.0,0.0,0.0,4.116699934005737,0.0,0.0,3.3726114560637254e-08,4.0
35.0,17.0,18.0,0.00010895729064941406,2.065739154815674,0.0,0.040879011154174805,2.065739154815674,5.5789947509765625e-05,0.00013399124145507812,2.0776820182800293,0.0,434.0,1460.0,0.0,1460.0,0.0,436.0,0.0,436.0,1460.0,1460.0,0.0,1460.0,53402422598.50338,25938319544.394135,27464103054.10926,0.0,0.0,4577350498.355479,0.0,0.0,17.647058786985873,0.0,4.110011339187622,4.110011339187622,4.1250832080841064,2.667035105092858e-09,1.584532618681494e-08,1.501990871486662e-08,4.0
35.0,19.0,16.0,0.0009241104125976562,0.48897504806518555,0.0,0.0029861927032470703,0.4890749454498291,9.5367431640625e-07,0.004304170608520508,0.20903682708740234,0.0,46.0,1430.0,0.0,1430.0,46.0,1380.0,0.0,1380.0,46.0,1430.0,0.0,1430.0,53402422382.77807,28989886435.74072,24412535947.037346,2.0,9154700980.390205,4577350488.311772,0.0,17.14285714376608,15.78947367889134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
7.0,4.0,3.0,0.00016808509826660156,10.033941984176636,7.200241088867188e-05,10.034013986587524,10.034013986587524,0.00024700164794921875,10.034020900726318,10.034020900726318,0.0002880096435546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10680484494.458344,6103133995.197187,4577350499.261156,0.0,0.0,4577350488.753953,0.0,0.0,74.9999998747539,0.0,10.033941984176636,10.034013986587524,10.034020900726318,1.565775098716831e-08,1.644075649409584e-07,2.192102375019335e-07,4.0
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3051566993.712988,1525783496.841884,1525783496.871104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
22.0,14.0,8.0,0.032061100006103516,1.9986181259155273,8.606910705566406e-05,0.07169795036315918,1.9986181259155273,0.00012183189392089844,1.8967440128326416,2.0692858695983887,0.010970115661621094,311.0,1040.0,0.0,1040.0,0.0,316.0,0.0,316.0,1040.0,1040.0,0.0,1040.0,33567237043.425133,21360969029.348995,12206268014.076128,0.0,0.0,4577350498.21409,0.0,0.0,21.42857139076893,0.0,0.0,0.0,4.116699934005737,0.0,0.0,3.3726114560637254e-08,4.0
35.0,17.0,18.0,0.00010895729064941406,2.065739154815674,0.0,0.040879011154174805,2.065739154815674,5.5789947509765625e-05,0.00013399124145507812,2.0776820182800293,0.0,434.0,1460.0,0.0,1460.0,0.0,436.0,0.0,436.0,1460.0,1460.0,0.0,1460.0,53402422598.50338,25938319544.394135,27464103054.10926,0.0,0.0,4577350498.355479,0.0,0.0,17.647058786985873,0.0,4.110011339187622,4.110011339187622,4.1250832080841064,2.667035105092858e-09,1.584532618681494e-08,1.501990871486662e-08,4.0
